site,recording,start_s,end_s,scientific_name,common_name,confidence
N_06,20200709_063000,36,39,Colaptes auratus,Northern Flicker,0.15225819
N_06,20200716_040500,15,18,Colaptes auratus,Northern Flicker,0.10427569
N_06,20200716_040500,27,30,Colaptes auratus,Northern Flicker,0.12558502
N_06,20200716_040500,30,33,Colaptes auratus,Northern Flicker,0.10526112
N_06,20200720_040000,24,27,Colaptes auratus,Northern Flicker,0.108260654
N_06,20200720_040000,39,42,Colaptes auratus,Northern Flicker,0.14412193
N_06,20200720_040000,45,48,Colaptes auratus,Northern Flicker,0.18804911
N_09,20200530_062500,45,48,Colaptes auratus,Northern Flicker,0.11177133
N_09,20200701_051500,12,15,Colaptes auratus,Northern Flicker,0.41391197
N_09,20200701_051500,15,18,Colaptes auratus,Northern Flicker,0.15354623
N_10,20200626_053000,18,21,Colaptes auratus,Northern Flicker,0.40659884
N_10,20200626_053000,24,27,Colaptes auratus,Northern Flicker,0.448323
N_10,20200626_053000,54,57,Colaptes auratus,Northern Flicker,0.98686105
N_10,20200626_053000,57,60,Colaptes auratus,Northern Flicker,0.99075985
N_12,20200619_065000,36,39,Colaptes auratus,Northern Flicker,0.18260539
N_17,20200626_061000,51,54,Colaptes auratus,Northern Flicker,0.14270684
N_17,20200710_054000,42,45,Colaptes auratus,Northern Flicker,0.35356367
N_21,20200623_050500,57,60,Colaptes auratus,Northern Flicker,0.2785771
N_22,20200707_053000,3,6,Colaptes auratus,Northern Flicker,0.6960288
N_22,20200707_053000,6,9,Colaptes auratus,Northern Flicker,0.15638196
N_24,20200613_055000,45,48,Colaptes auratus,Northern Flicker,0.13649355
N_24,20200615_063500,3,6,Colaptes auratus,Northern Flicker,0.10646235
N_24,20200626_053500,51,54,Colaptes auratus,Northern Flicker,0.1151897
N_25,20200613_051000,45,48,Colaptes auratus,Northern Flicker,0.120489985
N_25,20200613_051000,54,57,Colaptes auratus,Northern Flicker,0.10156465
N_25,20200619_051500,18,21,Colaptes auratus,Northern Flicker,0.26067182
N_25,20200619_063500,36,39,Colaptes auratus,Northern Flicker,0.6369164
N_25,20200628_064500,54,57,Colaptes auratus,Northern Flicker,0.13596264
N_25,20200628_064500,57,60,Colaptes auratus,Northern Flicker,0.22879641
N_25,20200705_065000,9,12,Colaptes auratus,Northern Flicker,0.15100056
14_05,20210623_045500,48,51,Colaptes auratus,Northern Flicker,0.14562371
14_05,20210623_045500,51,54,Colaptes auratus,Northern Flicker,0.47407827
14_05,20210712_054000,3,6,Colaptes auratus,Northern Flicker,0.42105374
14_05,20210712_063000,21,24,Colaptes auratus,Northern Flicker,0.8421384
14_05,20210712_063000,24,27,Colaptes auratus,Northern Flicker,0.7427244
14_05,20210712_063000,27,30,Colaptes auratus,Northern Flicker,0.82389873
14_05,20210712_063000,33,36,Colaptes auratus,Northern Flicker,0.7980156
14_05,20210712_063000,42,45,Colaptes auratus,Northern Flicker,0.14530565
14_05,20210712_063000,48,51,Colaptes auratus,Northern Flicker,0.2130838
14_05,20210712_063000,51,54,Colaptes auratus,Northern Flicker,0.20901844
14_05,20210712_063000,54,57,Colaptes auratus,Northern Flicker,0.7674697
14_05,20210712_063000,57,60,Colaptes auratus,Northern Flicker,0.6510943
14_06,20210623_045000,6,9,Colaptes auratus,Northern Flicker,0.11774015
14_06,20210623_053500,12,15,Colaptes auratus,Northern Flicker,0.25358027
14_06,20210627_052500,42,45,Colaptes auratus,Northern Flicker,0.14107919
14_06,20210712_062500,15,18,Colaptes auratus,Northern Flicker,0.2825144
14_08,20210627_045000,54,57,Colaptes auratus,Northern Flicker,0.16751595
14_09,20210526_055000,54,57,Colaptes auratus,Northern Flicker,0.5035743
14_09,20210526_055000,57,60,Colaptes auratus,Northern Flicker,0.4421639
14_09,20210602_045500,30,33,Colaptes auratus,Northern Flicker,0.1312378
14_09,20210605_053500,27,30,Colaptes auratus,Northern Flicker,0.4846496
14_09,20210702_051500,36,39,Colaptes auratus,Northern Flicker,0.40664768
14_09,20210704_053000,42,45,Colaptes auratus,Northern Flicker,0.16177249
14_09,20210704_055500,33,36,Colaptes auratus,Northern Flicker,0.15777516
14_09,20210704_055500,54,57,Colaptes auratus,Northern Flicker,0.92994416
14_09,20210704_055500,57,60,Colaptes auratus,Northern Flicker,0.96103716
14_10,20210518_061500,39,42,Colaptes auratus,Northern Flicker,0.21905802
14_10,20210519_055500,48,51,Colaptes auratus,Northern Flicker,0.5758606
14_10,20210519_055500,51,54,Colaptes auratus,Northern Flicker,0.93111545
14_10,20210519_055500,54,57,Colaptes auratus,Northern Flicker,0.78936404
14_10,20210519_065500,51,54,Colaptes auratus,Northern Flicker,0.32220256
14_10,20210519_065500,54,57,Colaptes auratus,Northern Flicker,0.8664253
14_10,20210520_050000,12,15,Colaptes auratus,Northern Flicker,0.30068627
14_10,20210520_050000,15,18,Colaptes auratus,Northern Flicker,0.7265221
14_10,20210520_050000,57,60,Colaptes auratus,Northern Flicker,0.84109473
14_10,20210520_050500,6,9,Colaptes auratus,Northern Flicker,0.11172636
14_10,20210520_050500,9,12,Colaptes auratus,Northern Flicker,0.49218857
14_10,20210520_051500,15,18,Colaptes auratus,Northern Flicker,0.33569494
14_10,20210520_051500,51,54,Colaptes auratus,Northern Flicker,0.23504573
14_10,20210520_051500,54,57,Colaptes auratus,Northern Flicker,0.9202641
14_10,20210520_051500,57,60,Colaptes auratus,Northern Flicker,0.8042354
14_10,20210520_061000,21,24,Colaptes auratus,Northern Flicker,0.23642786
14_10,20210520_062000,9,12,Colaptes auratus,Northern Flicker,0.20763323
14_10,20210520_062000,12,15,Colaptes auratus,Northern Flicker,0.23092061
14_10,20210520_062000,18,21,Colaptes auratus,Northern Flicker,0.11677802
14_10,20210520_062000,33,36,Colaptes auratus,Northern Flicker,0.30218887
14_10,20210520_062000,51,54,Colaptes auratus,Northern Flicker,0.20198677
14_10,20210520_062000,54,57,Colaptes auratus,Northern Flicker,0.71393365
14_10,20210520_062000,57,60,Colaptes auratus,Northern Flicker,0.5516617
14_10,20210606_062500,24,27,Colaptes auratus,Northern Flicker,0.13281867
14_10,20210608_065500,3,6,Colaptes auratus,Northern Flicker,0.11212938
14_10,20210702_055500,15,18,Colaptes auratus,Northern Flicker,0.12469684
14_10,20210707_065500,48,51,Colaptes auratus,Northern Flicker,0.14546846
14_10,20210709_051000,39,42,Colaptes auratus,Northern Flicker,0.11309667
14_10,20210713_055500,54,57,Colaptes auratus,Northern Flicker,0.33512244
14_10,20210713_055500,57,60,Colaptes auratus,Northern Flicker,0.6628079
14_11,20210708_065500,39,42,Colaptes auratus,Northern Flicker,0.10730738
14_13,20210614_065000,15,18,Colaptes auratus,Northern Flicker,0.41680703
14_14,20210522_063000,51,54,Colaptes auratus,Northern Flicker,0.15473056
14_14,20210602_060500,51,54,Colaptes auratus,Northern Flicker,0.15288314
14_15,20210713_065000,15,18,Colaptes auratus,Northern Flicker,0.1209098
14_16,20210619_064000,3,6,Colaptes auratus,Northern Flicker,0.14499882
14_16,20210619_065500,3,6,Colaptes auratus,Northern Flicker,0.18332943
14_16,20210619_065500,15,18,Colaptes auratus,Northern Flicker,0.34461007
14_16,20210621_055000,0,3,Colaptes auratus,Northern Flicker,0.27567074
14_16,20210621_055000,3,6,Colaptes auratus,Northern Flicker,0.56422365
14_16,20210621_062500,18,21,Colaptes auratus,Northern Flicker,0.13063222
14_16,20210621_064500,18,21,Colaptes auratus,Northern Flicker,0.16394445
14_16,20210622_052500,57,60,Colaptes auratus,Northern Flicker,0.8533399
14_16,20210622_064500,36,39,Colaptes auratus,Northern Flicker,0.36435267
14_16,20210623_053000,33,36,Colaptes auratus,Northern Flicker,0.8348512
14_16,20210623_053000,51,54,Colaptes auratus,Northern Flicker,0.2630677
14_16,20210623_053000,54,57,Colaptes auratus,Northern Flicker,0.88319117
14_16,20210623_053500,33,36,Colaptes auratus,Northern Flicker,0.10521478
14_16,20210623_061000,6,9,Colaptes auratus,Northern Flicker,0.14204702
14_16,20210624_055500,0,3,Colaptes auratus,Northern Flicker,0.9586343
14_16,20210624_055500,3,6,Colaptes auratus,Northern Flicker,0.98642796
14_16,20210624_055500,6,9,Colaptes auratus,Northern Flicker,0.96128285
14_16,20210624_064500,0,3,Colaptes auratus,Northern Flicker,0.59492403
14_16,20210624_064500,36,39,Colaptes auratus,Northern Flicker,0.62599313
14_16,20210624_064500,39,42,Colaptes auratus,Northern Flicker,0.8986762
14_16,20210625_060000,12,15,Colaptes auratus,Northern Flicker,0.21974503
14_16,20210625_060000,30,33,Colaptes auratus,Northern Flicker,0.30314144
14_16,20210625_060000,51,54,Colaptes auratus,Northern Flicker,0.3662115
14_16,20210626_055000,21,24,Colaptes auratus,Northern Flicker,0.11316551
14_16,20210626_055500,0,3,Colaptes auratus,Northern Flicker,0.100210115
14_16,20210628_063000,42,45,Colaptes auratus,Northern Flicker,0.18809877
14_16,20210629_052500,18,21,Colaptes auratus,Northern Flicker,0.65523267
14_16,20210630_054000,6,9,Colaptes auratus,Northern Flicker,0.74964267
14_16,20210630_054000,18,21,Colaptes auratus,Northern Flicker,0.5363796
14_16,20210630_055000,3,6,Colaptes auratus,Northern Flicker,0.9903831
14_16,20210630_055000,6,9,Colaptes auratus,Northern Flicker,0.99656737
14_16,20210630_055000,9,12,Colaptes auratus,Northern Flicker,0.97638637
14_16,20210630_055000,33,36,Colaptes auratus,Northern Flicker,0.99736637
14_16,20210630_055000,36,39,Colaptes auratus,Northern Flicker,0.9864335
14_16,20210630_061000,0,3,Colaptes auratus,Northern Flicker,0.863447
14_16,20210630_061000,3,6,Colaptes auratus,Northern Flicker,0.5328101
14_16,20210630_065500,12,15,Colaptes auratus,Northern Flicker,0.100161
14_16,20210701_040000,3,6,Colaptes auratus,Northern Flicker,0.14631666
14_16,20210701_040000,9,12,Colaptes auratus,Northern Flicker,0.19255067
14_16,20210701_052000,51,54,Colaptes auratus,Northern Flicker,0.7467801
14_16,20210701_052000,54,57,Colaptes auratus,Northern Flicker,0.9975278
14_16,20210701_060000,48,51,Colaptes auratus,Northern Flicker,0.15879892
14_16,20210701_063000,3,6,Colaptes auratus,Northern Flicker,0.99651366
14_16,20210701_063000,6,9,Colaptes auratus,Northern Flicker,0.9845146
14_16,20210702_051500,21,24,Colaptes auratus,Northern Flicker,0.35392526
14_16,20210702_061500,57,60,Colaptes auratus,Northern Flicker,0.6741776
14_16,20210702_062000,36,39,Colaptes auratus,Northern Flicker,0.48879158
14_16,20210702_062000,39,42,Colaptes auratus,Northern Flicker,0.614223
14_16,20210702_062500,42,45,Colaptes auratus,Northern Flicker,0.14276993
14_16,20210703_055000,18,21,Colaptes auratus,Northern Flicker,0.10467588
14_16,20210703_060000,12,15,Colaptes auratus,Northern Flicker,0.2010598
14_16,20210704_065500,33,36,Colaptes auratus,Northern Flicker,0.5980788
14_16,20210704_065500,36,39,Colaptes auratus,Northern Flicker,0.9055775
14_16,20210704_065500,51,54,Colaptes auratus,Northern Flicker,0.7079558
14_16,20210704_065500,54,57,Colaptes auratus,Northern Flicker,0.87797624
14_16,20210705_061000,45,48,Colaptes auratus,Northern Flicker,0.32506388
14_16,20210705_061000,48,51,Colaptes auratus,Northern Flicker,0.4217227
14_16,20210705_063500,15,18,Colaptes auratus,Northern Flicker,0.2419667
14_16,20210705_063500,18,21,Colaptes auratus,Northern Flicker,0.5632511
14_16,20210705_064000,9,12,Colaptes auratus,Northern Flicker,0.9062401
14_16,20210705_064000,12,15,Colaptes auratus,Northern Flicker,0.4453088
14_16,20210705_064000,36,39,Colaptes auratus,Northern Flicker,0.7894596
14_16,20210705_064000,39,42,Colaptes auratus,Northern Flicker,0.9312209
14_16,20210705_064000,42,45,Colaptes auratus,Northern Flicker,0.73451895
14_16,20210705_064500,48,51,Colaptes auratus,Northern Flicker,0.74482477
14_16,20210705_064500,51,54,Colaptes auratus,Northern Flicker,0.8045353
14_16,20210705_065000,21,24,Colaptes auratus,Northern Flicker,0.28671145
14_16,20210705_065000,24,27,Colaptes auratus,Northern Flicker,0.21452588
14_16,20210706_055500,21,24,Colaptes auratus,Northern Flicker,0.87141746
14_16,20210706_055500,24,27,Colaptes auratus,Northern Flicker,0.3294336
14_16,20210706_060000,39,42,Colaptes auratus,Northern Flicker,0.69122666
14_16,20210706_061000,33,36,Colaptes auratus,Northern Flicker,0.16073012
14_16,20210706_061000,51,54,Colaptes auratus,Northern Flicker,0.62669283
14_16,20210707_060000,24,27,Colaptes auratus,Northern Flicker,0.19461446
14_16,20210707_064500,0,3,Colaptes auratus,Northern Flicker,0.25711295
14_16,20210707_064500,3,6,Colaptes auratus,Northern Flicker,0.69804317
14_16,20210708_060000,39,42,Colaptes auratus,Northern Flicker,0.20656045
14_16,20210708_064500,3,6,Colaptes auratus,Northern Flicker,0.84175324
14_16,20210708_064500,6,9,Colaptes auratus,Northern Flicker,0.9314839
14_16,20210709_053000,27,30,Colaptes auratus,Northern Flicker,0.22775261
14_16,20210711_045500,57,60,Colaptes auratus,Northern Flicker,0.18934171
14_17,20210522_053800,45,48,Colaptes auratus,Northern Flicker,0.21204303
14_17,20210524_054300,0,3,Colaptes auratus,Northern Flicker,0.14611816
14_17,20210524_054300,39,42,Colaptes auratus,Northern Flicker,0.20289826
14_17,20210603_060900,30,33,Colaptes auratus,Northern Flicker,0.15255317
14_17,20210603_060900,33,36,Colaptes auratus,Northern Flicker,0.111598246
14_17,20210610_053400,12,15,Colaptes auratus,Northern Flicker,0.16650198
14_18,20210521_061100,15,18,Colaptes auratus,Northern Flicker,0.18150912
14_18,20210521_061100,39,42,Colaptes auratus,Northern Flicker,0.29405618
14_18,20210521_061200,0,3,Colaptes auratus,Northern Flicker,0.16330886
14_18,20210521_061200,15,18,Colaptes auratus,Northern Flicker,0.30661458
14_18,20210521_061200,24,27,Colaptes auratus,Northern Flicker,0.23246193
14_19,20210522_040500,9,12,Colaptes auratus,Northern Flicker,0.15104339
14_19,20210605_064500,18,21,Colaptes auratus,Northern Flicker,0.10409036
14_19,20210611_052000,24,27,Colaptes auratus,Northern Flicker,0.13192259
14_24,20210524_043500,15,18,Colaptes auratus,Northern Flicker,0.12909107
14_24,20210524_043500,36,39,Colaptes auratus,Northern Flicker,0.1436917
14_25,20210521_065000,6,9,Colaptes auratus,Northern Flicker,0.11203206
14_25,20210522_060000,33,36,Colaptes auratus,Northern Flicker,0.11155579
14_25,20210523_054500,3,6,Colaptes auratus,Northern Flicker,0.45434204
14_25,20210523_054500,42,45,Colaptes auratus,Northern Flicker,0.90888613
14_25,20210523_055000,0,3,Colaptes auratus,Northern Flicker,0.18401964
14_25,20210523_055000,6,9,Colaptes auratus,Northern Flicker,0.52961904
14_25,20210523_055000,9,12,Colaptes auratus,Northern Flicker,0.5318106
14_25,20210523_055000,12,15,Colaptes auratus,Northern Flicker,0.40732476
14_25,20210523_055000,15,18,Colaptes auratus,Northern Flicker,0.787623
14_25,20210523_055000,21,24,Colaptes auratus,Northern Flicker,0.8567218
14_25,20210523_055000,24,27,Colaptes auratus,Northern Flicker,0.3785421
14_25,20210523_055000,27,30,Colaptes auratus,Northern Flicker,0.27691662
14_25,20210523_055000,30,33,Colaptes auratus,Northern Flicker,0.6456274
14_25,20210523_055000,33,36,Colaptes auratus,Northern Flicker,0.6186551
14_25,20210523_055000,39,42,Colaptes auratus,Northern Flicker,0.8622945
14_25,20210523_055000,45,48,Colaptes auratus,Northern Flicker,0.6539761
14_25,20210523_055000,54,57,Colaptes auratus,Northern Flicker,0.7611905
14_25,20210523_055000,57,60,Colaptes auratus,Northern Flicker,0.6123287
14_25,20210526_052000,54,57,Colaptes auratus,Northern Flicker,0.109875605
14_25,20210627_050500,12,15,Colaptes auratus,Northern Flicker,0.10992681
14_25,20210627_050500,15,18,Colaptes auratus,Northern Flicker,0.10882184
14_25,20210628_054500,48,51,Colaptes auratus,Northern Flicker,0.3195923
14_25,20210628_054500,57,60,Colaptes auratus,Northern Flicker,0.12981896
14_25,20210629_053000,0,3,Colaptes auratus,Northern Flicker,0.9756998
14_25,20210629_053000,9,12,Colaptes auratus,Northern Flicker,0.8561168
14_25,20210629_053000,12,15,Colaptes auratus,Northern Flicker,0.8855071
14_25,20210629_053000,18,21,Colaptes auratus,Northern Flicker,0.85666287
14_25,20210629_053000,21,24,Colaptes auratus,Northern Flicker,0.91613364
14_25,20210629_053000,27,30,Colaptes auratus,Northern Flicker,0.22280625
14_25,20210629_053000,36,39,Colaptes auratus,Northern Flicker,0.8286309
14_25,20210629_053000,39,42,Colaptes auratus,Northern Flicker,0.82700056
14_25,20210629_053000,42,45,Colaptes auratus,Northern Flicker,0.8085215
14_25,20210629_053000,45,48,Colaptes auratus,Northern Flicker,0.853256
14_25,20210629_053000,54,57,Colaptes auratus,Northern Flicker,0.8017837
14_25,20210629_053000,57,60,Colaptes auratus,Northern Flicker,0.9103058
14_25,20210629_055000,42,45,Colaptes auratus,Northern Flicker,0.23007742
14_25,20210629_055000,48,51,Colaptes auratus,Northern Flicker,0.5326018
14_26,20210519_060000,21,24,Colaptes auratus,Northern Flicker,0.7006994
14_26,20210519_060000,33,36,Colaptes auratus,Northern Flicker,0.19689433
14_26,20210519_060000,39,42,Colaptes auratus,Northern Flicker,0.82698977
14_26,20210531_053500,3,6,Colaptes auratus,Northern Flicker,0.1131017
14_26,20210624_053000,3,6,Colaptes auratus,Northern Flicker,0.13541701
14_26,20210708_054500,48,51,Colaptes auratus,Northern Flicker,0.16891791
14_27,20210519_050000,39,42,Colaptes auratus,Northern Flicker,0.12259602
14_27,20210519_050100,21,24,Colaptes auratus,Northern Flicker,0.10446151
14_27,20210519_051700,24,27,Colaptes auratus,Northern Flicker,0.19112143
14_27,20210519_051700,45,48,Colaptes auratus,Northern Flicker,0.10532205
14_27,20210519_053200,36,39,Colaptes auratus,Northern Flicker,0.10840489
14_28,20210617_061500,27,30,Colaptes auratus,Northern Flicker,0.19802514
14_28,20210617_065400,36,39,Colaptes auratus,Northern Flicker,0.10472943
14_28,20210618_053000,33,36,Colaptes auratus,Northern Flicker,0.10438487
14_28,20210618_062800,30,33,Colaptes auratus,Northern Flicker,0.10939995
14_28,20210701_054100,51,54,Colaptes auratus,Northern Flicker,0.10301985
14_28,20210701_064700,15,18,Colaptes auratus,Northern Flicker,0.20986533
14_28,20210703_045000,9,12,Colaptes auratus,Northern Flicker,0.12803267
14_29,20210521_060500,54,57,Colaptes auratus,Northern Flicker,0.15300435
14_29,20210607_065500,48,51,Colaptes auratus,Northern Flicker,0.10250685
14_29,20210626_064500,6,9,Colaptes auratus,Northern Flicker,0.19501744
14_29,20210701_044000,48,51,Colaptes auratus,Northern Flicker,0.13808638
14_33,20210619_065500,12,15,Colaptes auratus,Northern Flicker,0.10504211
14_33,20210619_065500,15,18,Colaptes auratus,Northern Flicker,0.10662372
14_33,20210619_065500,18,21,Colaptes auratus,Northern Flicker,0.12552887
14_33,20210619_065500,30,33,Colaptes auratus,Northern Flicker,0.11426534
14_33,20210619_065500,42,45,Colaptes auratus,Northern Flicker,0.12278442
14_33,20210619_065500,45,48,Colaptes auratus,Northern Flicker,0.14594206
14_33,20210619_065500,48,51,Colaptes auratus,Northern Flicker,0.14755134
14_33,20210619_065500,51,54,Colaptes auratus,Northern Flicker,0.10225375
14_33,20210619_065500,54,57,Colaptes auratus,Northern Flicker,0.19627972
14_33,20210703_063500,21,24,Colaptes auratus,Northern Flicker,0.11484069
14_34,20210611_062000,18,21,Colaptes auratus,Northern Flicker,0.13667825
14_34,20210616_053000,24,27,Colaptes auratus,Northern Flicker,0.21257493
14_34,20210706_060000,30,33,Colaptes auratus,Northern Flicker,0.47827747
14_37,20210603_054500,6,9,Colaptes auratus,Northern Flicker,0.1823445
14_37,20210706_061000,27,30,Colaptes auratus,Northern Flicker,0.29250973
14_37,20210706_061000,48,51,Colaptes auratus,Northern Flicker,0.114491634
14_37,20210712_062000,9,12,Colaptes auratus,Northern Flicker,0.21705446
14_37,20210712_062000,51,54,Colaptes auratus,Northern Flicker,0.38333946
14_38,20210621_054500,33,36,Colaptes auratus,Northern Flicker,0.104134314
14_38,20210630_060000,21,24,Colaptes auratus,Northern Flicker,0.10414249
14_38,20210703_061000,27,30,Colaptes auratus,Northern Flicker,0.32246011
14_38,20210707_050000,57,60,Colaptes auratus,Northern Flicker,0.16933347
14_38,20210711_062000,9,12,Colaptes auratus,Northern Flicker,0.10054311
14_39,20210601_040000,3,6,Colaptes auratus,Northern Flicker,0.10415152
14_39,20210626_045500,45,48,Colaptes auratus,Northern Flicker,0.119613856
14_40,20210601_065500,18,21,Colaptes auratus,Northern Flicker,0.29406455
14_40,20210623_060000,15,18,Colaptes auratus,Northern Flicker,0.5683852
14_40,20210623_060000,18,21,Colaptes auratus,Northern Flicker,0.7262762
14_40,20210623_060000,21,24,Colaptes auratus,Northern Flicker,0.49315315
14_40,20210704_043000,51,54,Colaptes auratus,Northern Flicker,0.12964338
14_40,20210713_065000,18,21,Colaptes auratus,Northern Flicker,0.28920743
14_41,20210607_065500,6,9,Colaptes auratus,Northern Flicker,0.14569737
14_41,20210607_065500,24,27,Colaptes auratus,Northern Flicker,0.10904736
14_41,20210607_065500,33,36,Colaptes auratus,Northern Flicker,0.106276624
14_41,20210620_065500,15,18,Colaptes auratus,Northern Flicker,0.36663157
14_41,20210620_065500,30,33,Colaptes auratus,Northern Flicker,0.2825427
14_41,20210620_065500,54,57,Colaptes auratus,Northern Flicker,0.40719375
14_41,20210709_063000,3,6,Colaptes auratus,Northern Flicker,0.19161832
N_01,20210519_051000,9,12,Colaptes auratus,Northern Flicker,0.1912533
N_01,20210519_051000,36,39,Colaptes auratus,Northern Flicker,0.13602322
N_01,20210519_051500,9,12,Colaptes auratus,Northern Flicker,0.39854556
N_01,20210519_051500,12,15,Colaptes auratus,Northern Flicker,0.49266675
N_01,20210519_051500,15,18,Colaptes auratus,Northern Flicker,0.57404
N_01,20210519_051500,36,39,Colaptes auratus,Northern Flicker,0.7364245
N_01,20210519_051500,39,42,Colaptes auratus,Northern Flicker,0.8726909
N_01,20210519_051500,42,45,Colaptes auratus,Northern Flicker,0.18416622
N_01,20210519_061000,6,9,Colaptes auratus,Northern Flicker,0.24830924
N_01,20210519_061000,9,12,Colaptes auratus,Northern Flicker,0.4611875
N_01,20210519_061000,18,21,Colaptes auratus,Northern Flicker,0.23111705
N_01,20210521_065000,36,39,Colaptes auratus,Northern Flicker,0.8144133
N_01,20210521_065000,39,42,Colaptes auratus,Northern Flicker,0.26604483
N_01,20210528_062500,24,27,Colaptes auratus,Northern Flicker,0.17442334
N_01,20210528_062500,30,33,Colaptes auratus,Northern Flicker,0.19839437
N_01,20210528_062500,36,39,Colaptes auratus,Northern Flicker,0.14611407
N_01,20210528_062500,48,51,Colaptes auratus,Northern Flicker,0.47743112
N_01,20210528_062500,57,60,Colaptes auratus,Northern Flicker,0.10557894
N_01,20210613_065500,21,24,Colaptes auratus,Northern Flicker,0.78504854
N_01,20210704_062000,42,45,Colaptes auratus,Northern Flicker,0.1204495
N_04,20210520_063500,51,54,Colaptes auratus,Northern Flicker,0.1160363
N_04,20210522_054500,36,39,Colaptes auratus,Northern Flicker,0.10746141
N_04,20210525_054000,9,12,Colaptes auratus,Northern Flicker,0.106365725
N_04,20210526_064500,9,12,Colaptes auratus,Northern Flicker,0.20737563
N_06,20210520_052000,51,54,Colaptes auratus,Northern Flicker,0.42610985
N_06,20210520_052000,54,57,Colaptes auratus,Northern Flicker,0.58189476
N_06,20210520_052000,57,60,Colaptes auratus,Northern Flicker,0.5073132
N_06,20210521_051500,3,6,Colaptes auratus,Northern Flicker,0.635727
N_06,20210521_051500,6,9,Colaptes auratus,Northern Flicker,0.7159573
N_08,20210523_053000,45,48,Colaptes auratus,Northern Flicker,0.11725919
N_08,20210526_060500,3,6,Colaptes auratus,Northern Flicker,0.14222527
N_08,20210526_060500,57,60,Colaptes auratus,Northern Flicker,0.10088257
N_08,20210526_062500,6,9,Colaptes auratus,Northern Flicker,0.59798527
N_08,20210526_062500,9,12,Colaptes auratus,Northern Flicker,0.37989742
N_10,20210601_055900,36,39,Colaptes auratus,Northern Flicker,0.11662057
N_10,20210604_054900,15,18,Colaptes auratus,Northern Flicker,0.15893441
N_10,20210604_054900,18,21,Colaptes auratus,Northern Flicker,0.10372371
N_10,20210618_053000,36,39,Colaptes auratus,Northern Flicker,0.25327
N_10,20210707_061600,6,9,Colaptes auratus,Northern Flicker,0.10087841
N_14,20210522_064000,33,36,Colaptes auratus,Northern Flicker,0.25054908
N_14,20210523_052000,9,12,Colaptes auratus,Northern Flicker,0.13122378
N_14,20210523_052000,36,39,Colaptes auratus,Northern Flicker,0.12550409
N_14,20210523_052000,54,57,Colaptes auratus,Northern Flicker,0.1893599
N_14,20210527_051000,45,48,Colaptes auratus,Northern Flicker,0.35591295
N_14,20210527_065000,0,3,Colaptes auratus,Northern Flicker,0.37555256
N_14,20210531_044500,9,12,Colaptes auratus,Northern Flicker,0.16846913
N_14,20210531_044500,12,15,Colaptes auratus,Northern Flicker,0.14354801
N_14,20210531_060500,48,51,Colaptes auratus,Northern Flicker,0.10415614
N_14,20210602_043000,42,45,Colaptes auratus,Northern Flicker,0.33659092
N_14,20210602_051000,24,27,Colaptes auratus,Northern Flicker,0.13654408
N_14,20210603_063000,0,3,Colaptes auratus,Northern Flicker,0.61495245
N_14,20210603_063000,3,6,Colaptes auratus,Northern Flicker,0.22703256
N_14,20210603_063000,45,48,Colaptes auratus,Northern Flicker,0.18214619
N_14,20210603_063000,54,57,Colaptes auratus,Northern Flicker,0.15948515
N_14,20210605_064000,18,21,Colaptes auratus,Northern Flicker,0.21276036
N_14,20210611_063500,21,24,Colaptes auratus,Northern Flicker,0.18230256
N_14,20210611_063500,24,27,Colaptes auratus,Northern Flicker,0.41931334
N_14,20210613_061000,54,57,Colaptes auratus,Northern Flicker,0.13845676
N_14,20210614_044000,36,39,Colaptes auratus,Northern Flicker,0.12175896
N_14,20210620_061000,15,18,Colaptes auratus,Northern Flicker,0.112739146
N_14,20210623_061000,12,15,Colaptes auratus,Northern Flicker,0.7467086
N_14,20210623_061000,15,18,Colaptes auratus,Northern Flicker,0.5230653
N_14,20210628_065000,3,6,Colaptes auratus,Northern Flicker,0.4018103
N_14,20210628_065000,6,9,Colaptes auratus,Northern Flicker,0.91989154
N_14,20210628_065000,36,39,Colaptes auratus,Northern Flicker,0.94745046
N_14,20210628_065000,39,42,Colaptes auratus,Northern Flicker,0.9841926
N_14,20210628_065000,42,45,Colaptes auratus,Northern Flicker,0.9959096
N_15,20210519_064500,12,15,Colaptes auratus,Northern Flicker,0.18882991
N_15,20210519_065000,21,24,Colaptes auratus,Northern Flicker,0.14569907000000001
N_15,20210616_061500,6,9,Colaptes auratus,Northern Flicker,0.10535825
N_15,20210616_062000,12,15,Colaptes auratus,Northern Flicker,0.2669969
N_15,20210624_053000,39,42,Colaptes auratus,Northern Flicker,0.12185811
N_15,20210624_053000,42,45,Colaptes auratus,Northern Flicker,0.7267935
N_15,20210624_053000,45,48,Colaptes auratus,Northern Flicker,0.38688788
N_15,20210624_053500,12,15,Colaptes auratus,Northern Flicker,0.1889193
N_15,20210624_062000,21,24,Colaptes auratus,Northern Flicker,0.41766664
N_15,20210624_062000,24,27,Colaptes auratus,Northern Flicker,0.8380867
N_15,20210624_062000,27,30,Colaptes auratus,Northern Flicker,0.1135833
N_15,20210702_045000,30,33,Colaptes auratus,Northern Flicker,0.5063814
N_15,20210702_045000,33,36,Colaptes auratus,Northern Flicker,0.82437426
N_15,20210703_045000,9,12,Colaptes auratus,Northern Flicker,0.8165233
N_15,20210703_045000,12,15,Colaptes auratus,Northern Flicker,0.76775587
